NM_URNA_CANDIDATO,SG_PARTIDO,SG_UF,NR_IDADE_DATA_POSSE,DS_GENERO,DS_GRAU_INSTRUCAO,DS_OCUPACAO,ST_REELEICAO,NM_EMAIL,NR_CANDIDATO
ROMILDO SILVA,PSB,AC,30.0,MASCULINO,ENSINO MÉDIO INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,40777
PASTOR TADEU,MDB,RJ,55.0,MASCULINO,SUPERIOR INCOMPLETO,MILITAR REFORMADO,N,NÃO DIVULGÁVEL,15007
DRA. ANA PAULA,PP,MG,43.0,FEMININO,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,11009
MAURO GOEDERT,UNIÃO,SC,58.0,MASCULINO,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,44333
ANNA CAROLINA MARTINS,PSDB,SC,41.0,FEMININO,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,45456
ABDUL JAROUR,PSB,SP,33.0,MASCULINO,SUPERIOR INCOMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,40999
RAIMUNDINHO DUARTE,UNIÃO,RN,57.0,MASCULINO,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,44024
DELEGADO FERNANDO,REPUBLICANOS,PR,48.0,MASCULINO,SUPERIOR COMPLETO,POLICIAL CIVIL,S,NÃO DIVULGÁVEL,10555
TINHO SILVA,PMB,SP,55.0,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,35432
CHANTER LANE,PMB,GO,52.0,MASCULINO,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,35123
PROFESSOR REINALDO,PSC,PR,58.0,MASCULINO,SUPERIOR COMPLETO,CONTADOR,N,NÃO DIVULGÁVEL,20000
CLAUDIA MONTANARI,PSOL,SP,55.0,FEMININO,SUPERIOR COMPLETO,FARMACÊUTICO,N,NÃO DIVULGÁVEL,50001
DAY BORGES,NOVO,SC,37.0,FEMININO,SUPERIOR COMPLETO,NUTRICIONISTA E ASSEMELHADOS,N,NÃO DIVULGÁVEL,30303
DR. PEDRO RICARDO,PROS,RJ,41.0,MASCULINO,SUPERIOR COMPLETO,MÉDICO,N,NÃO DIVULGÁVEL,90456
RENATO OLIVEIRA,PODE,PA,38.0,MASCULINO,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,19015
ENFERMEIRA IRENE,PDT,PR,55.0,FEMININO,SUPERIOR COMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,12612
SANDRA BARBOSA,UNIÃO,ES,50.0,FEMININO,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,44999
ZILIO,CIDADANIA,RS,40.0,MASCULINO,SUPERIOR INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,23333
CORONEL CLÁUDIA,PL,MG,54.0,FEMININO,SUPERIOR COMPLETO,MILITAR REFORMADO,N,NÃO DIVULGÁVEL,22580
ANTONIO JULIO,REPUBLICANOS,MG,72.0,MASCULINO,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,10296
JOTA MORENO,PATRIOTA,MT,36.0,MASCULINO,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,51120
SUZANA CARVALHO,PV,GO,37.0,FEMININO,SUPERIOR COMPLETO,PROFESSOR DE ENSINO MÉDIO,N,NÃO DIVULGÁVEL,43010
MOACYR JÚNIOR,PL,MG,56.0,MASCULINO,SUPERIOR COMPLETO,FARMACÊUTICO,N,NÃO DIVULGÁVEL,22203
ROBERTINHO DVO,AVANTE,MG,65.0,MASCULINO,SUPERIOR INCOMPLETO,REPRESENTANTE COMERCIAL,N,NÃO DIVULGÁVEL,70070
WESLEY DA ZOOMIDIA,PSD,GO,37.0,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,55655
JP,PATRIOTA,SE,55.0,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CABELEIREIRO E BARBEIRO,N,NÃO DIVULGÁVEL,51555
WAMBERTO GOMES,PMB,GO,30.0,MASCULINO,ENSINO MÉDIO COMPLETO,ANALISTA DE SISTEMAS,N,NÃO DIVULGÁVEL,35321
PROFESSOR FILIPE,UNIÃO,PB,39.0,MASCULINO,SUPERIOR COMPLETO,SERVIDOR PÚBLICO FEDERAL,N,NÃO DIVULGÁVEL,44007
PARÁ FIGUEIREDO,PL,MA,43.0,MASCULINO,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,22111
JEAN VOLPATO,PT,SC,31.0,MASCULINO,SUPERIOR COMPLETO,JORNALISTA E REDATOR,N,NÃO DIVULGÁVEL,13313
PASTOR DIRCEU,PP,RO,48.0,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,11444
SONEKA RIBEIRO,PMN,RJ,40.0,MASCULINO,ENSINO MÉDIO COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,33816
WAP WAP,UNIÃO,ES,66.0,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,44888
LEANDRO GONÇALVES,PSOL,RS,43.0,MASCULINO,SUPERIOR COMPLETO,BANCÁRIO E ECONOMIÁRIO,N,NÃO DIVULGÁVEL,50007
DRA MÔNICA BATALHA,PL,SP,55.0,FEMININO,SUPERIOR COMPLETO,MÉDICO,N,NÃO DIVULGÁVEL,22001
JOSUE MANGABEIRA,PSB,PA,27.0,MASCULINO,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,40900
NOEL DA FARMÁCIA,SOLIDARIEDADE,RJ,54.0,MASCULINO,ENSINO MÉDIO COMPLETO,SERVIDOR PÚBLICO MUNICIPAL,N,NÃO DIVULGÁVEL,77114
LUCIANA CARVALHO,PMB,SP,42.0,FEMININO,SUPERIOR INCOMPLETO,SERVIDOR PÚBLICO MUNICIPAL,N,NÃO DIVULGÁVEL,35333
ANA CRISTINA,REDE,RS,47.0,FEMININO,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,18018
PASTOR ALOISIO,PSD,MG,52.0,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA,N,NÃO DIVULGÁVEL,55205
PROF MEQUIAS FONSECA,AGIR,AM,41.0,MASCULINO,SUPERIOR COMPLETO,PROFESSOR DE ENSINO SUPERIOR,N,NÃO DIVULGÁVEL,36789
FABRICIO ASSUNÇÃO,SOLIDARIEDADE,MG,34.0,MASCULINO,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,77999
LU GARI,DC,ES,32.0,FEMININO,ENSINO MÉDIO COMPLETO,GARI OU LIXEIRO,N,NÃO DIVULGÁVEL,27968
WELBERT PEDRO,PL,RJ,40.0,MASCULINO,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,22333
VERA FELIX,PSD,MS,49.0,FEMININO,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,55515
PROF FAUSTO,DC,TO,50.0,MASCULINO,SUPERIOR COMPLETO,PROFESSOR DE ENSINO SUPERIOR,N,NÃO DIVULGÁVEL,27111
RENAN DO FOGO,PATRIOTA,RJ,25.0,MASCULINO,ENSINO MÉDIO COMPLETO,FOTÓGRAFO E ASSEMELHADOS,N,NÃO DIVULGÁVEL,51133
GUTEMBERGUE DE OLIVEIRA,PROS,RJ,53.0,MASCULINO,SUPERIOR COMPLETO,SERVIDOR PÚBLICO ESTADUAL,N,NÃO DIVULGÁVEL,90333
GUILHERME GAMA,PDT,TO,31.0,MASCULINO,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,12012
UGLÊNIO ALVES,PSOL,GO,44.0,MASCULINO,LÊ E ESCREVE,OUTROS,N,NÃO DIVULGÁVEL,50777
ADRIANO JUNIO NARIZ DO POVO,PSC,MG,34.0,MASCULINO,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,20116
PROF ADRIANA VASCONCELLOS,MDB,SP,50.0,FEMININO,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,15556
THAIS TAKAHASHI,PROS,PR,44.0,FEMININO,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,90999
PEDRINHO DO VALE,PMN,MG,61.0,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SERVIDOR PÚBLICO MUNICIPAL,N,NÃO DIVULGÁVEL,33200
ABIDAN HENRIQUE,PSB,SP,25.0,MASCULINO,SUPERIOR COMPLETO,ENGENHEIRO,N,NÃO DIVULGÁVEL,40321
ROBSON TAXISTA,UNIÃO,SE,47.0,MASCULINO,SUPERIOR INCOMPLETO,TAXISTA,N,NÃO DIVULGÁVEL,44223
AMANDA DIAS,PROS,SP,35.0,FEMININO,SUPERIOR COMPLETO,"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES",N,NÃO DIVULGÁVEL,90900
IVAN SOUZA,SOLIDARIEDADE,MG,69.0,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,77253
TANCREDO ISIDÓRIO,AVANTE,BA,36.0,MASCULINO,SUPERIOR INCOMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,70000
DR. ELTON,PSC,SP,48.0,MASCULINO,SUPERIOR COMPLETO,MÉDICO,N,NÃO DIVULGÁVEL,20012
LUCÉLIA QUARESMA,PT,AP,38.0,FEMININO,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,13134
KRETÃ,REDE,PR,50.0,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,18333
IZABEL CRISTINA,PMN,RN,34.0,FEMININO,ENSINO MÉDIO INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,33888
MOTINHA,PSD,AL,62.0,MASCULINO,ENSINO MÉDIO INCOMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,55300
PEDRO COSTA,PL,AP,59.0,MASCULINO,SUPERIOR INCOMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,22322
EDUARDO NASCIMENTO,PSB,SP,52.0,MASCULINO,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,40150
KATIA ARAÚJO,DC,MG,51.0,FEMININO,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,27020
BARBOSINHA,PMN,CE,52.0,MASCULINO,SUPERIOR INCOMPLETO,"VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS",N,NÃO DIVULGÁVEL,33233
ELIO RENATO,PATRIOTA,RS,57.0,MASCULINO,ENSINO MÉDIO COMPLETO,PECUARISTA,N,NÃO DIVULGÁVEL,51522
PROTETOR FELIPE,REPUBLICANOS,RS,54.0,MASCULINO,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,10810
DARY PAGUNG,PSB,ES,53.0,MASCULINO,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,40569
GLAUCO SIMAS,PMN,RJ,51.0,MASCULINO,SUPERIOR COMPLETO,SERVIDOR PÚBLICO MUNICIPAL,N,NÃO DIVULGÁVEL,33123
KARLA MONTALVÃO,PMN,BA,46.0,FEMININO,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,33644
LIDIO LOPES,PATRIOTA,MS,56.0,MASCULINO,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,51777
DAVI LIMA,CIDADANIA,AC,48.0,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,23300
EZIO ROGERIO,PTB,MA,44.0,MASCULINO,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,14123
DUDA AMASP,PODE,SP,41.0,MASCULINO,ENSINO MÉDIO COMPLETO,SERVIDOR PÚBLICO MUNICIPAL,N,NÃO DIVULGÁVEL,19299
FRANCISCO CARDOSO,PROS,PA,49.0,MASCULINO,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,90090
GEORGE HATO,MDB,SP,42.0,MASCULINO,SUPERIOR COMPLETO,MÉDICO,N,NÃO DIVULGÁVEL,15622
NICK DO TRANSPORTE,MDB,SP,40.0,MASCULINO,ENSINO MÉDIO COMPLETO,MOTORISTA PARTICULAR,N,NÃO DIVULGÁVEL,15270
ANA MELO,PL,MA,40.0,FEMININO,SUPERIOR COMPLETO,PROFESSOR DE ENSINO FUNDAMENTAL,N,NÃO DIVULGÁVEL,22252
JOÃO RINALDI,PSB,SC,61.0,MASCULINO,SUPERIOR COMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,40456
DODÔ NOVENTA,PSB,SP,42.0,MASCULINO,ENSINO MÉDIO COMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,40690
SILVIA HELENA,SOLIDARIEDADE,RJ,57.0,FEMININO,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,77774
SARGENTO GATO,PP,SP,56.0,MASCULINO,SUPERIOR COMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,11181
RAFAELA BARBOSA,PSDB,RO,30.0,FEMININO,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,45700
ELIELSON SIDRONIO,PRTB,BA,64.0,MASCULINO,SUPERIOR COMPLETO,SERVIDOR PÚBLICO ESTADUAL,N,NÃO DIVULGÁVEL,28111
MARCOS REZENDE,PSOL,BA,48.0,MASCULINO,SUPERIOR COMPLETO,PROFESSOR DE ENSINO MÉDIO,N,NÃO DIVULGÁVEL,50123
DR WAGNER RIGUEIRA,PODE,SP,42.0,MASCULINO,SUPERIOR COMPLETO,MÉDICO,N,NÃO DIVULGÁVEL,19110
PAULO ABAVAM,PP,ES,53.0,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,11666
MARIANGELA BANDEIRA,PDT,CE,37.0,FEMININO,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,12120
GRAZY SALES,UNIÃO,BA,45.0,FEMININO,SUPERIOR INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,44225
CARLOS BRAGA,PSDB,PE,44.0,MASCULINO,SUPERIOR INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,45133
DELEGADO RODRIGO CAMARGO,REPUBLICANOS,RO,41.0,MASCULINO,SUPERIOR COMPLETO,POLICIAL CIVIL,N,NÃO DIVULGÁVEL,10222
MARCOS MAIER,PSD,RS,37.0,MASCULINO,ENSINO MÉDIO COMPLETO,SERVIDOR PÚBLICO MUNICIPAL,N,NÃO DIVULGÁVEL,55153
PROFESSOR GERALDO HONÓRIO,PSTU,RJ,65.0,MASCULINO,SUPERIOR COMPLETO,PROFESSOR DE ENSINO FUNDAMENTAL,N,NÃO DIVULGÁVEL,16161
PAI ADRIANO NERES,PDT,SP,34.0,MASCULINO,SUPERIOR COMPLETO,BIÓLOGO,N,NÃO DIVULGÁVEL,12240
AMINI EL ASSAL,PP,PR,60.0,FEMININO,ENSINO MÉDIO COMPLETO,ARTESÃO,N,NÃO DIVULGÁVEL,11611
DRA KARLA,AVANTE,AL,32.0,FEMININO,SUPERIOR COMPLETO,ODONTÓLOGO,N,NÃO DIVULGÁVEL,70777
AIDAN MELVILLE,PMB,RR,37.0,MASCULINO,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,35107
KAMYLA PATRIOTA,PATRIOTA,TO,22.0,FEMININO,ENSINO MÉDIO COMPLETO,DONA DE CASA,N,NÃO DIVULGÁVEL,51022
DR. BATISTA,UNIÃO,PR,70.0,MASCULINO,SUPERIOR COMPLETO,MÉDICO,S,NÃO DIVULGÁVEL,44014
MINEIRINHO,UNIÃO,AC,44.0,MASCULINO,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,44007
LUIS ALVES,PTB,MA,70.0,MASCULINO,LÊ E ESCREVE,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,14140
WILLIAM O HOMEM DO TEMPO,PATRIOTA,RO,58.0,MASCULINO,ENSINO MÉDIO COMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,51378
CATIA CHAGAS,PTB,BA,54.0,FEMININO,ENSINO MÉDIO COMPLETO,DIRETOR DE EMPRESAS,N,NÃO DIVULGÁVEL,14556
ALZIRA RODRIGUES,PMN,MG,55.0,FEMININO,SUPERIOR COMPLETO,ASSISTENTE SOCIAL,N,NÃO DIVULGÁVEL,33230
ELINA DAMASIO,PATRIOTA,RO,33.0,FEMININO,ENSINO MÉDIO INCOMPLETO,"VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS",N,NÃO DIVULGÁVEL,51319
LEANDRO SANTANA,PSD,RO,36.0,MASCULINO,ENSINO MÉDIO COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,55222
SIDNEY MELO DA SILVA,PMN,SP,40.0,MASCULINO,SUPERIOR INCOMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,33313
ALBANITA FERREIRA,PODE,AP,51.0,FEMININO,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,19111
CELIA SILVA,PDT,BA,69.0,FEMININO,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,12380
BRUNA PÂMELA,SOLIDARIEDADE,RS,36.0,FEMININO,SUPERIOR COMPLETO,TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO),N,NÃO DIVULGÁVEL,77023
FABIO XAVIER,PT,PI,48.0,MASCULINO,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,13777
CÉIA POUBEL,PSD,ES,49.0,FEMININO,SUPERIOR COMPLETO,JORNALISTA E REDATOR,N,NÃO DIVULGÁVEL,55789
CB CLEUMAR,AGIR,RO,40.0,MASCULINO,SUPERIOR INCOMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,36713
JAMIL CALIFE,PP,GO,41.0,MASCULINO,SUPERIOR COMPLETO,MÉDICO,N,NÃO DIVULGÁVEL,11000
RAPHAEL MONTENEGRO,PSC,RJ,42.0,MASCULINO,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,20178
DANIEL PAVÃO,PSTU,MA,49.0,MASCULINO,SUPERIOR COMPLETO,VIGILANTE,N,NÃO DIVULGÁVEL,16123
FAFÁ CRIANÇA FELIZ,PMN,RJ,40.0,FEMININO,ENSINO FUNDAMENTAL COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,33444
LUCINHA DO MST,PT,BA,50.0,FEMININO,ENSINO FUNDAMENTAL COMPLETO,AGRICULTOR,N,NÃO DIVULGÁVEL,13100
GLICIA DO MANGUEIRAL,MDB,RJ,50.0,FEMININO,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,15077
MUNDINHO DE TAMANDARÉ,UNIÃO,PE,56.0,MASCULINO,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,44789
ROSANA BERGONE,MDB,RJ,60.0,FEMININO,SUPERIOR INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,15222
PROFESSORA ANA,UNIÃO,SE,61.0,FEMININO,SUPERIOR COMPLETO,PROFESSOR DE ENSINO FUNDAMENTAL,N,NÃO DIVULGÁVEL,44224
CABO DERLAN MIRANDA,AVANTE,MG,39.0,MASCULINO,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,70190
AECIO VIANA,PMN,PE,71.0,MASCULINO,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,33233
BIRA NOBRE,PL,ES,45.0,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,MOTORISTA DE VEÍCULOS DE TRANSPORTE DE CARGA,N,NÃO DIVULGÁVEL,22000
DUDA MARQUES,PSOL,AC,48.0,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,AGRICULTOR,N,NÃO DIVULGÁVEL,50000
MOMBAÇA,PSB,RJ,63.0,MASCULINO,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,40040
MARIO LACERDA,CIDADANIA,SP,54.0,MASCULINO,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,23233
DR CARLOS CRUZ,UNIÃO,RS,52.0,MASCULINO,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,44045
RENAN WAYNNE - FILHO DA TERRA,REPUBLICANOS,MA,34.0,MASCULINO,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,10456
GLADYS LANDIM,PROS,CE,61.0,FEMININO,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,90333
PASTOR MARCO ROBERTO,REPUBLICANOS,SP,45.0,MASCULINO,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,10087
FABIO PETTERSON,REDE,PB,43.0,MASCULINO,SUPERIOR COMPLETO,ENFERMEIRO,N,NÃO DIVULGÁVEL,18192
SUANE BRAZÃO ,SOLIDARIEDADE,AP,40.0,FEMININO,SUPERIOR COMPLETO,PEDAGOGO,N,NÃO DIVULGÁVEL,77180
HUMBERTO RÊGO,PATRIOTA,PI,71.0,MASCULINO,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,51510
TENENTE MARCILIO,PRTB,MS,63.0,MASCULINO,SUPERIOR COMPLETO,MILITAR REFORMADO,N,NÃO DIVULGÁVEL,28010
IRÁ KANNÁRIO,UNIÃO,BA,59.0,FEMININO,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,44999
DANIEL COUTINHO,PDT,BA,37.0,MASCULINO,SUPERIOR COMPLETO,TÉCNICO DE LABORATÓRIO E RAIOS X,N,NÃO DIVULGÁVEL,12322
HERBET FLASH,CIDADANIA,MA,51.0,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,MÚSICO,N,NÃO DIVULGÁVEL,23128
SCARLATH,PSD,TO,28.0,FEMININO,ENSINO MÉDIO COMPLETO,AGENTE ADMINISTRATIVO,N,NÃO DIVULGÁVEL,55225
CRIS DA HORTA,PATRIOTA,RJ,43.0,FEMININO,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,51251
JOSÉ,PP,ES,36.0,MASCULINO,ENSINO MÉDIO COMPLETO,GERENTE,N,NÃO DIVULGÁVEL,11001
CLEUDA SOUZA ,PMN,RO,49.0,FEMININO,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,33103
FEIRANTE NEGONA,PT,PA,54.0,FEMININO,ENSINO MÉDIO COMPLETO,"FEIRANTE, AMBULANTE E MASCATE",N,NÃO DIVULGÁVEL,13814
JOSE GONZAGA,PMB,MG,61.0,MASCULINO,ENSINO MÉDIO COMPLETO,LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA,N,NÃO DIVULGÁVEL,35888
JANE SANTOS,REDE,PB,37.0,FEMININO,ENSINO MÉDIO COMPLETO,ESTETICISTA,N,NÃO DIVULGÁVEL,18168
VIÚVA LEANDRA,PMN,SP,40.0,FEMININO,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,33333
PAULA FILZEK,PDT,SP,33.0,FEMININO,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,12121
EDU ANDRADE,PSC,MA,36.0,MASCULINO,SUPERIOR COMPLETO,FISIOTERAPEUTA E TERAPEUTA OCUPACIONAL,N,NÃO DIVULGÁVEL,20200
SIDINEY MESSIAS,AVANTE,MG,35.0,MASCULINO,SUPERIOR INCOMPLETO,GERENTE,N,NÃO DIVULGÁVEL,70012
JANICE KRASNIAK,PODE,SC,57.0,FEMININO,SUPERIOR COMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,19190
PROF PR LUIZ HENRIQUE,AVANTE,PA,62.0,MASCULINO,SUPERIOR COMPLETO,PROFESSOR DE ENSINO SUPERIOR,N,NÃO DIVULGÁVEL,70070
DR. ANDERSON AQUINO,PATRIOTA,PE,47.0,MASCULINO,SUPERIOR COMPLETO,MÉDICO,N,NÃO DIVULGÁVEL,51999
AROLDO ALVES,PATRIOTA,BA,53.0,MASCULINO,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,51515
CAROLINA CACAU,PSTU,RJ,34.0,FEMININO,SUPERIOR COMPLETO,PROFESSOR DE ENSINO MÉDIO,N,NÃO DIVULGÁVEL,16555
ZENI UNIAO,PMB,PR,56.0,FEMININO,ENSINO FUNDAMENTAL COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,35333
LINA DIAS,PATRIOTA,AM,39.0,FEMININO,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,51034
PROTETOR AMAURI GOMES,MDB,AM,31.0,MASCULINO,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,15015
ROBSON LHUL,PODE,RS,41.0,MASCULINO,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,19292
ROGER LIMA,PL,BA,51.0,MASCULINO,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,22210
JOÃO COSER,PT,ES,66.0,MASCULINO,SUPERIOR COMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,13113
ALESSANDRA MENDONÇA,PTB,PR,40.0,FEMININO,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,14141
PATRICIA MONTEIRO,SOLIDARIEDADE,MS,41.0,FEMININO,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,77012
LULU SANTANA,PMN,BA,43.0,MASCULINO,SUPERIOR INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,33444
SANDRA MARIA,PL,MA,47.0,FEMININO,SUPERIOR COMPLETO,PROFESSOR DE ENSINO MÉDIO,N,NÃO DIVULGÁVEL,22558
JOTTA RIOS,PL,BA,38.0,MASCULINO,SUPERIOR COMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,22223
ORIANA CAMARGO,PMB,RO,54.0,FEMININO,SUPERIOR INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,35000
IGOR ELSON,PL,ES,43.0,MASCULINO,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,22181
IVONE GONÇALVES,DC,PR,53.0,FEMININO,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,27007
ADRIANA PRADO,PATRIOTA,SP,55.0,FEMININO,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,51350
